case#town#prot#claimants#defendant#judge#subject#district#stage#scraperID
RE Nº 9330157-80.2008.6.09.0034 - Recurso Eleitoral UF: GOTRE#AMERICANO DO BRASIL-GON.° Origem: 13386/2008#2899352008 - 05/07/2008 19:31#MILTON CAMPOS##JUÍZA ELIZABETH MARIA DA SILVA#"RECURSO ELEITORAL INTERPOSTO POR MILTON CAMPOS EM FACE DA SENTENCA EM FLS. 36/40 EXARADA PELO JUIZO DA 34 ZONA ELEITORAL, SEDIADA EM ANICUNS, NO PROCESSO DE REQUERIMENTO DE REGISTRO DE CANDIDATURA 13386 OFERTADO PELA COLIGACAO ""UNIDOS PARA O BEM DE AMERICANO"" - PMDB/PT/PR PARA O RECORRENTE AO CARGO DE VEREADOR DE AMERICANO DO BRASIL, NA QUAL SEU PEDIDO DE REGISTRO DE CANDIDATURA FOI INDEFERIDO, COM FULCRO NO ART. 1º, I, ""G"", DA LC Nº 64/90, POIS O TRIBUNAL DE CONTAS DOS MUNICIPIOS DO ESTADO DE GOIAS JULGOU IRREGULARES AS CONTAS REFERENTES AO EXERCICIO 2006 DO FMS - AMERICANO DO BRASIL, A EPOCA, SOB ADMINISTRACAO DO RECORRENTE. REQUER A REFORMA DA DECISAO, A FIM DE QUE SEJA DEFERIDO O REGISTRO DE CANDIDATURA DO RECORRENTE. (RRCAND)"#034ZGO-034ª Zona Eleitoral#30/11/2010 03:58-Arquivado na seção#3348
Nº 0000061-92.2016.6.04.0028 - REGISTRO DE CANDIDATURA UF: AM28ª ZONA ELEITORAL#NOVA OLINDA DO NORTE-AMN.° Origem:#194522016 - 15/08/2016 00:00#COLIGAÇÃO NO CORAÇÃO DO POVO (PMDB / PPL / PTC / PT DO B / PSDC / PR / PC DO B / PPS)#ADENILSON LIMA REIS, CARGO PREFEITO, Nº: 15#SUZI IRLANDA ARAÚJO GRANJA DA SILVA#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Prefeito#035ª ZE-035ª ZONA ELEITORAL - AUTAZES#21/11/2018 08:27-Arquivado na seção#8504
Nº 0000081-66.2016.6.17.0143 - REGISTRO DE CANDIDATURA UF: PE143ª ZONA ELEITORAL#ITAÍBA-PEN.° Origem:#682702016 - 15/08/2016 00:00#COLIGAÇÃO ITAIBA NO CAMINHO CERTO (PP / PR / PSDB / PSL / PSB / PHS) MINISTÉRIO PÚBLICO ELEITORAL#LOURIVAL MARTINS DE ALBUQUERQUE, CARGO VEREADOR, Nº: 11112 LOURIVAL MARTINS DE ALBUQUERQUE#MARCOS ANTÔNIO TENÓRIO#IMPUGNAÇÃO AO REGISTRO DE CANDIDATURA - REGISTRO DE CANDIDATURA - RRC - CANDIDATO - DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Registro de Candidatura - RRC - Candidato - Cargos - Cargo - Vereador - CARGO - VEREADOR - INELEGIBILIDADE - REJEIÇÃO DE CONTAS PÚBLICAS#ZE143-143ª Zona Eleitoral#04/04/2018 14:54-Arquivado na seção#10427
RE Nº 0000457-60.2012.6.05.0035 - Recurso Eleitoral UF: BATRE#MUCURI-BAN.° Origem:#964952012 - 06/07/2012 19:12#COLIGAÇÃO PRA SEGUIR TRABALHANDO e ELIAS SOUZA PINTO DA SILVA, candidato a Vereador##JUIZ SAULO JOSÉ CASALI BAHIA#RECURSO ELEITORAL - REGISTRO DE CANDIDATURA - RRC - CANDIDATO - CARGO - VEREADOR - INDEFERIMENTO - AUSÊNCIA DE QUITAÇÃO ELEITORAL - PEDIDO DE REFORMA DA SENTENÇA.#ZE-035-35a. ZONA ELEITORAL/BA#13/04/2018 12:21-Arquivado na seção#5336
RE Nº 0000125-04.2012.6.05.0097 - Recurso Eleitoral UF: BA97ª ZONA ELEITORAL#MANSIDÃO-BAN.° Origem:#663142012 - 05/07/2012 19:09#NEY BORGES DE OLIVEIRA, Candidato a Prefeito pela Coligação UNIDOS COM O POVO#MINISTÉRIO PÚBLICO ELEITORAL COLIGAÇÃO MANSIDÃO NO CAMINHO CERTO#JUIZ JOSEVANDO SOUZA ANDRADE#REGISTRO DE CANDIDATURA - RRC - CANDIDATO - IMPUGNAÇÃO AO REGISTRO DE CANDIDATURA - RECURSO ELEITORAL - CARGO - PREFEITO - REJEIÇÃO DAS CONTAS PELO TCM E IMPROBIDADE ADMINISTRATIVA - JULGADA PROCEDENTE IMPUGNAÇÃO - INDEFERIMENTO - PEDIDO DE REFORMA DA SENTENÇA#ZE-097-97a. ZONA ELEITORAL/BA#13/06/2013 10:18-Arquivado na seção#5623
Nº 0000169-97.2016.6.14.0043 - REGISTRO DE CANDIDATURA UF: PA43ª ZONA ELEITORAL#MARITUBA-PAN.° Origem:#407282016 - 09/08/2016 10:55#COLIGAÇÃO PARA MARITUBA MELHORAR VAMOS JUNTOS CAMINHAR (PSC / PT / PTC / PT DO B)#EDIMILSON PINHEIRO MERELES, CPF 213.476.622-00 - CARGO VEREADOR, Nº: 36456#CARLOS MAGNO GOMES DE OLIVEIRA#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador#78-78ª ZONA ELEITORAL#17/02/2017 09:30-Arquivado na seção#10132
Nº 0000262-04.2012.6.26.0096 - REGISTRO DE CANDIDATURA UF: SP96ª ZONA ELEITORAL#PIRASSUNUNGA-SPN.° Origem:#3063162012 - 21/07/2012 18:25#Coligação PSDB - PRTB#ANTONIO CARLOS BUENO BARBOSA, CARGO VEREADOR, NÚMERO 43000#JORGE CORTE JUNIOR#REGISTRO DE CANDIDATURA - RRCI - CANDIDATO INDIVIDUAL - CARGO - VEREADOR#ZE-096-96ª ZONA ELEITORAL - PIRASSUNUNGA#02/09/2014 17:32-Arquivado na seção#8011
RE Nº 0000120-07.2016.6.14.0027 - Recurso Eleitoral UF: PA27ª ZONA ELEITORAL#PONTA DE PEDRAS-PAN.° Origem:#482272016 - 12/08/2016 13:00#ROBERTO DA COSTA MONTEIRO##JUIZ AMILCAR ROBERTO BEZERRA GUIMARÃES#ELEIÇÕES MUNICIPAIS 2016 - RECURSO ELEITORAL - REGISTRO DE CANDIDATURA - RRC - CANDIDATO - Inelegibilidade - Analfabetismo - INDEFERIMENTO - 27ª ZE - PONTA DE PEDRAS#27-27ª ZONA ELEITORAL#13/12/2016 11:14-Arquivado na seção#10098
Nº 0000095-76.2012.6.04.0038 - REGISTRO DE CANDIDATURA UF: AM38ª ZONA ELEITORAL#TAPAUÁ-AMN.° Origem:#266282012 - 05/07/2012 18:43#Coligação PELA FÉ EU E VOCÊ SUPERANDO AS EXPECTATIVAS. QUEM TRABALHA VOLTA! (PRTB / PSB / PSDB)#FRANCISCO CASSIO NUNES BRANDAO, CARGO PREFEITO, NÚMERO 45#ADONAID ABRANTES DE SOUZA TAVARES#REGISTRO DE CANDIDATURA - RRC - CANDIDATO - CARGO - PREFEITO#038ª ZE-038ª ZONA ELEITORAL - TAPAUÁ#21/05/2013 10:14-Arquivado na seção#5273
Nº 0000134-81.2012.6.05.0188 - REGISTRO DE CANDIDATURA UF: BA188ª ZONA ELEITORAL#EUNÁPOLIS-BAN.° Origem:#723192012 - 06/07/2012 08:14#Coligação CHEGOU A VEZ DA MULHER 1 (PSL / PTN / PR / PT do B / PSDB / DEM)#MARIA DA PENHA DE OLIVEIRA, CARGO VEREADOR, NÚMERO 17000#OTAVIANO ANDRADE DE SOUZA SOBRINHO#REGISTRO DE CANDIDATURA - RRC - CANDIDATO - CARGO - VEREADOR#ZE-188-188a. ZONA ELEITORAL/BA#19/10/2012 11:47-Arquivado na seção#5789
Nº 0000150-70.2016.6.16.0032 - REGISTRO DE CANDIDATURA UF: PR32ª ZONA ELEITORAL#PALMAS-PRN.° Origem:#1255732016 - 15/08/2016 19:20#PARTIDO TRABALHISTA BRASILEIRO - PTB#CILIANE PONTES, CARGO VEREADOR Nº 14015#HENRIQUE KURSCHEIDT#RRC - CANDIDATO - Cargo - Vereador - 2016 - PEDIDO DE PROVIDÊNCIAS#032ZE-032 ZONA ELEITORAL#19/12/2016 15:35-Arquivado na seção#10562
Nº 0000248-90.2016.6.02.0017 - REGISTRO DE CANDIDATURA UF: AL17ª ZONA ELEITORAL#SÃO LUÍS DO QUITUNDE-ALN.° Origem:#196682016 - 10/08/2016 08:27#COLIGAÇÃO SÃO LUIZ NO CAMINHO DO BEM III (PSDB / DEM / PMN / PV / PT / PSC), 1#TALYSSON VERÇOSA DE MORAIS, CARGO VEREADOR, Nº: 33690#WILAMO DE OMENA LOPES#DIREITO ELEITORAL - Eleições - DIREITO ELEITORAL - Candidatos - Eleições - Registro de Candidatura - DIREITO ELEITORAL - Candidatos - Cargos - Registro de Candidatura - RRC - Candidato - Eleições - Cargo - Vereador - Registro de Candidatura - DIREITO ELEITORAL - Candidatos - Cargos - Registro de Candidatura - RRC - Candidato - DIREITO ELEITORAL - Cargo - Vereador - Eleições - Registro de Candidatura - Cargos - Candidatos - Registro de Candidatura - RRC - Candidato - Eleições - Cargo - Vereador - DIREITO ELEITORAL - Registro de Candidatura - Candidatos - Cargos - Registro de Candidatura - RRC - Candidato - DIREITO ELEITORAL - Cargo - Vereador - Eleições - Registro de Candidatura - Cargos - DIREITO ELEITORAL - Registro de Candidatura - RRC - Candidato - Candidatos - Cargo - Vereador - Registro de Candidatura - Eleições - Eleições - Cargos - Registro de Candidatura - RRC - Candidato - Candidatos - Cargo - Vereador - DIREITO ELEITORAL - Registro de Candidatura - Eleições - Cargos - Registro de Candidatura - RRC - Candidato - Candidatos - Cargo - Vereador - DIREITO ELEITORAL - Registro de Candidatura - Candidatos - Cargos - Registro de Candidatura - RRC - Candidato - Eleições - Cargo - Vereador - DIREITO ELEITORAL - Registro de Candidatura - Cargos - Candidatos - Registro de Candidatura - RRC - Candidato - Eleições - Cargo - Vereador - DIREITO ELEITORAL - Registro de Candidatura - Candidatos - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador - DIREITO ELEITORAL - Eleições - Registro de Candidatura - Candidatos - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador - DIREITO ELEITORAL - Registro de Candidatura - Eleições - DIREITO ELEITORAL - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador - Candidatos - Eleições - Registro de Candidatura - DIREITO ELEITORAL - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador - Candidatos - Eleições - Registro de Candidatura - DIREITO ELEITORAL - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador - Candidatos - Eleições - Registro de Candidatura - Candidatos - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador - Eleições - Registro de Candidatura - Candidatos - Registro de Candidatura - Registro de Candidatura - RRC - Candidato - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador - Cargos - Cargo - Vice-Prefeito#17ª ZE-17ª Zona Eleitoral#11/10/2016 12:37-Arquivado na seção#8441
Nº 0000234-62.2016.6.09.0001 - REGISTRO DE CANDIDATURA UF: GO1ª ZONA ELEITORAL#GOIÂNIA-GON.° Origem: 234-62#811082016 - 15/08/2016 00:00#COLIGAÇÃO ALIANÇA POR GOIÂNIA (PSB / PSDB / PRB / SD)#ADECILHO DE SOUSA RIBEIRO, CARGO VEREADOR, Nº: 10500#CARLOS MAGNO ROCHA DA SILVA#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador#001ZGO-001ª Zona Eleitoral#19/12/2016 14:59-Arquivado na seção#9600
Nº 0000117-11.2016.6.26.0062 - REGISTRO DE CANDIDATURA UF: SP62ª ZONA ELEITORAL#JACAREÍ-SPN.° Origem:#1745202016 - 10/08/2016 18:49#COLIGAÇÃO JUNTOS POR JACAREÍ (PMDB / PR)#RICARDO RASPA, CARGO VEREADOR, Nº: 22222#OTAVIO TIOITI TOKUDA#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador#ZE-062-62ª ZONA ELEITORAL - JACAREÍ#01/12/2016 18:31-Arquivado na seção#11723
Nº 0000238-73.2016.6.19.0049 - REGISTRO DE CANDIDATURA UF: RJ49ª ZONA ELEITORAL#CACHOEIRAS DE MACACU-RJN.° Origem:#1577502016 - 15/08/2016 18:05#COLIGAÇÃO EXPERIÊNCIA PARA GOVERNAR (PDT / PTB / PMDB / PSC / PPS / DEM / PSDC / PSDB)#EDSON WASHINGTON ANDRÉ COSENDEY, CARGO VICE-PREFEITO, Nº: 12#ISABEL CRISTINA DAHER DA ROCHA#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Cargo - Vice-Prefeito#ZE-049-49ª Zona Eleitoral#15/09/2016 18:56-Certificada#10831
Nº 0000203-18.2016.6.05.0142 - REGISTRO DE CANDIDATURA UF: BA142ª ZONA ELEITORAL#CRUZ DAS ALMAS-BAN.° Origem:#804382016 - 10/08/2016 12:04#COLIGAÇÃO CRUZ MERECE MAIS (PT / PP / PROS / PSL / PHS / PSD / PTN / PTB / PC DO B)#MAX ADOLFO PASSOS MENDES, CARGO VICE-PREFEITO, Nº: 13#RENATO ALVES PIMENTA#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vice-Prefeito#ZE-142-142a. ZONA ELEITORAL/BA#05/09/2016 08:56-Remessa#8912
Nº 0000153-65.2016.6.26.0155 - REGISTRO DE CANDIDATURA UF: SP155ª ZONA ELEITORAL#JERIQUARA-SPN.° Origem:#2226012016 - 14/08/2016 12:00#COLIGAÇÃO PROGRESSO DE NOVO JUNTO COM O POVO (PSD / PSB / DEM / PROS / SD / PPS / PDT / PV / PR)#AGNALDO TIMÓTEO DA SILVA, CARGO VEREADOR, Nº: 55789#LUIZ GUSTAVO GIUNTINI DE REZENDE#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador#ZE-155-155ª ZONA ELEITORAL - PEDREGULHO#04/11/2016 16:55-Arquivado na seção#11689
Nº 0000113-68.2016.6.08.0031 - REGISTRO DE CANDIDATURA UF: ES31ª ZONA ELEITORAL#MUCURICI-ESN.° Origem:#380332016 - 15/08/2016 00:00#COLIGAÇÃO GOVERNO DA GENTE (PP / PR / PSDB / PSL / PMN)#DIONE CLEIDE PEREIRA GOMES, CARGO VEREADOR, Nº: 17123#MIGUEL M. RUGGIERI BALAZS#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vereador#ZE38-38ª ZONA ELEITORAL#07/12/2017 19:24-Arquivado na seção#9250
Nº 0000306-49.2012.6.16.0048 - REGISTRO DE CANDIDATURA UF: PR48ª ZONA ELEITORAL#TUNAS DO PARANÁ-PRN.° Origem:#976272012 - 05/07/2012 18:54#Coligação COLIGAÇÃO POR UMA TUNAS MELHOR (PTB / PSL / PSC / PCB / PSD)#NALINEZ ZANON, CARGO VEREADOR, NÚMERO 20000#Paulo Antônio Fidalgo#REGISTRO DE CANDIDATURA - RRC - CANDIDATO - CARGO - VEREADOR#048ZE-048 ZONA ELEITORAL#12/11/2012 12:57-Juntado ao processo judiciário RE nº 359-30.2012.6.16.0048#7167
RE Nº 0000243-87.2012.6.27.0025 - RECURSO ELEITORAL UF: TO25ª ZONA ELEITORAL#PORTO ALEGRE DO TOCANTINS-TON.° Origem:#201512012 - 05/07/2012 11:03#ANESÍLIO CARVALHO RODRIGUES, CANDIDATO A VEREADOR#MINISTÉRIO PÚBLICO ELEITORAL#JUIZ JOÃO OLINTO GARCIA DE OLIVEIRA#RECURSO ELEITORAL. REGISTRO DE CANDIDATURA. CANDIDATO A VEREADOR. COLIGAÇÃO 'UNIDOS PELO POVO' (PRB/PP/PT/PTN/PR/PV/PSDB/PSD). 25ª ZONA ELEITORAL (DIANÓPOLIS/TO). ELEIÇÕES 2012.#ZON025-25ª ZONA ELEITORAL DE DIANÓPOLIS#11/12/2012 14:01-Arquivado na seção#8292
Nº 0000389-02.2016.6.26.0063 - REGISTRO DE CANDIDATURA UF: SP63ª ZONA ELEITORAL#JAÚ-SPN.° Origem:#2761042016 - 18/08/2016 17:21#PARTIDO DA MULHER BRASILEIRA#LARISSA SCHIAVON CIPOLA, CARGO VEREADOR, Nº : 35151#GUILHERME EDUARDO MENDES TARCIA E FAZZIO#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRCI - Candidato Individual - Cargo - Vereador#ZE-063-63ª ZONA ELEITORAL - JAÚ#25/10/2016 13:17-Arquivado na seção#11959
Nº 0000177-98.2016.6.05.0116 - REGISTRO DE CANDIDATURA UF: BA116ª ZONA ELEITORAL#CANAVIEIRAS-BAN.° Origem:#953992016 - 15/08/2016 12:05#COLIGAÇÃO FORÇA, RENOVADA COM A JUVENTUDE (PSL / PMB / PSDB / PSB / SD / PV)#THEREZINHA NIELLA ROSA COSTA, CARGO VICE-PREFEITO, Nº: 17#ANDRÉ LUIZ SANTOS BRITTO#DIREITO ELEITORAL - Eleições - Candidatos - Registro de Candidatura - Cargos - Registro de Candidatura - RRC - Candidato - Cargo - Vice-Prefeito#ZE-116-116a. ZONA ELEITORAL/BA#02/03/2017 18:10-Arquivado na seção#8768
RE Nº 0000832-34.2012.6.20.0006 - RECURSO ELEITORAL UF: RN6ª ZONA ELEITORAL#CEARÁ-MIRIM-RNN.° Origem:#401712012 - 06/07/2012 00:00#CLETO CÂMARA FREIRE##JUIZ VERLANO DE QUEIROZ MEDEIROS#RECURSO ELEITORAL - REGISTRO DE CANDIDATURA - RRC - CANDIDATO - CARGO - VEREADOR - FILIAÇÃO PARTIDÁRIA - DUPLICIDADE/PLURALIDADE#06ª ZE-06ª ZONA ELEITORAL - CEARÁ-MIRIM#08/08/2016 11:11-Arquivado na seção#7537
Nº 0000064-35.2012.6.27.0032 - REGISTRO DE CANDIDATURA UF: TO32ª ZONA ELEITORAL#CAMPOS LINDOS-TON.° Origem:#240162012 - 05/07/2012 18:57#Coligação UNIDOS POR UM SÓ IDEAL (PRB / PTN / PPS / PMN / PV / PSDB / PSD)#JESSE PIRES CAETANO, CARGO PREFEITO, NÚMERO 55#JOSÉ EUSTÁQUIO DE MELO JÚNIOR#REGISTRO DE CANDIDATURA - RRC - CANDIDATO - CARGO - PREFEITO#ZON032-32ª ZONA ELEITORAL DE GOIATINS#05/06/2017 13:31-Arquivado na seção#8338
RE Nº 0000167-27.2012.6.06.0032 - Recurso Eleitoral UF: CE32ª ZONA ELEITORAL#CAMOCIM-CEN.° Origem:#584102012 - 05/07/2012 18:49#ANTÔNIO PAULO DO NASCIMENTO, Candidato(a) Vereador(a)##JUIZ FRANCISCO LUCIANO LIMA RODRIGUES#REGISTRO DE CANDIDATURA - RRC - CANDIDATO - CARGO - VEREADOR - INELEGIBILIDADE - ANALFABETISMO - INDEFERIDO#032 ZE-032 ZONA ELEITORAL - CAMOCIM#12/07/2013 10:48-Arquivado na seção#5859
